"id_keyphrase";"keyphrase";"stemmed_keyphrase"
5848;"Squaring the circle";"squaring the circl"
5849;"SR1 formula";"sr1 formula"
5850;"SrcML";"srcml"
5851;"Srivastava code";"srivastava cod"
5852;"Srizbi botnet";"srizbi botnet"
5853;"SRT";"srt"
5854;"SSL/TLS";"ssl/tl"
5855;"SSS*";"sss*"
5856;"SSWAP";"sswap"
5857;"Stabbing line problem";"stabbing line problem"
5858;"Stability spectrum";"stability spectrum"
5859;"Stable group";"stable group"
5860;"Stable theory";"stable theori"
5861;"Stack";"stack"
5862;"Stack machine";"stack machin"
5863;"Staden Package";"staden packag"
5864;"Staged event-driven architecture";"staged event-driven architectur"
5865;"Standalone program";"standalone program"
5866;"Standard array";"standard arrai"
5867;"Standard Boolean model";"standard boolean model"
5868;"Standard for Exchange of Non-clinical Data";"standard for exchange of non-clinical data"
5869;"Standard model";"standard model"
5870;"Standard part function";"standard part funct"
5871;"Standard upper ontology";"standard upper ontolog"
5872;"standardization";"standard"
5873;"Standardized mortality ratio";"standardized mortality ratio"
5874;"Star height";"star height"
5875;"Star height problem";"star height problem"
5876;"Star Topology";"star topolog"
5877;"Star-Bus Hybrid Topology";"star-bus hybrid topolog"
5878;"Star-free language";"star-free languag"
5879;"STARLIMS";"starlim"
5880;"Star-Ring Hybrid Topology";"star-ring hybrid topolog"
5881;"Starvation";"starvat"
5882;"Star-Wired bus topology";"star-wired bus topolog"
5883;"Star-Wired ring topology";"star-wired ring topolog"
5884;"State";"state"
5885;"State diagram";"state diagram"
5886;"State space";"state spac"
5887;"State transition system";"state transition system"
5888;"State transition table";"state transition t"
5889;"Static logic";"static log"
5890;"Static program analysis";"static program analysi"
5891;"Station";"station"
5892;"Statistical AI";"statistical ai"
5893;"Statistical coupling analysis";"statistical coupling analysi"
5894;"statistical hypothesis testing";"statistical hypothesis test"
5895;"Statistical machine translation";"statistical machine transl"
5896;"Statistical Parametric Mapping";"statistical parametric map"
5897;"Statistical parsing";"statistical pars"
5898;"Statistical potential";"statistical potenti"
5899;"Statistical semantics";"statistical semant"
5900;"Statistically close";"statistically clos"
5901;"Steady-state EA";"steady-state ea"
5902;"Steffensen`s method";"steffensen`s method"
5903;"Steganography";"steganographi"
5904;"Steiner tree";"steiner tre"
5905;"Steinhaus–Johnson–Trotter algorithm";"steinhaus–johnson–trotter algorithm"
5906;"Stemming";"stem"
5907;"Step length";"step length"
5908;"STEP research roadmap";"step research roadmap"
5909;"Stepper motor";"stepper motor"
5910;"Stephen Cole Kleene";"stephen cole kleen"
5911;"Stern–Brocot tree";"stern–brocot tre"
5912;"Stewart platform";"stewart platform"
5913;"Stieltjes matrix";"stieltjes matrix"
5914;"Stiff equation";"stiff equ"
5915;"Stigler diet";"stigler diet"
5916;"Stock market indices";"stock market indic"
5917;"Stockholm format";"stockholm format"
5918;"Stochastic approximation";"stochastic approxim"
5919;"Stochastic computing";"stochastic comput"
5920;"Stochastic context-free grammar";"stochastic context-free grammar"
5921;"Stochastic gradient descent";"stochastic gradient desc"
5922;"Stochastic neural analog reinforcement calculator";"stochastic neural analog reinforcement calcul"
5923;"Stochastic neural network";"stochastic neural network"
5924;"Stochastic optimization";"stochastic optim"
5925;"Stochastic Petri net";"stochastic petri net"
5926;"Stochastic programming";"stochastic program"
5927;"Stochastic tunneling";"stochastic tunnel"
5928;"Stone`s method";"stone`s method"
5929;"Stone–Weierstrass theorem";"stone–weierstrass theorem"
5930;"Stooge sort";"stooge sort"
5931;"Stopping condition";"stopping condit"
5932;"Storm botnet";"storm botnet"
5933;"Stovepipe system";"stovepipe system"
5934;"Stutter bisimulation";"stutter bisimul"
5935;"Straight skeleton";"straight skeleton"
5936;"Strand sort";"strand sort"
5937;"Strassen algorithm";"strassen algorithm"
5938;"Strategy parameters";"strategy paramet"
5939;"Strategic planning";"strategic plan"
5940;"strati";"strati"
5941;"stratificational linguistics";"stratificational linguist"
5942;"Stratified sampling";"stratified sampl"
5943;"Stream cipher";"stream ciph"
5944;"Stream processing";"stream process"
5945;"Stream X-Machine";"stream x-machin"
5946;"Strength";"strength"
5947;"Stress majorization";"stress major"
5948;"Stretched grid method";"stretched grid method"
5949;"Strict logic";"strict log"
5950;"String";"string"
5951;"String graph";"string graph"
5952;"String kernel";"string kernel"
5953;"String matching";"string match"
5954;"String matching algorithms";"string matching algorithm"
5955;"String metrics";"string metr"
5956;"String rewriting system";"string rewriting system"
5957;"strip plot";"strip plot"
5958;"Strong cardinal";"strong cardin"
5959;"Strong coloring";"strong color"
5960;"Strong cryptography";"strong cryptographi"
5961;"Strong duality";"strong dual"
5962;"Strong RSA assumption";"strong rsa assumpt"
5963;"Strong secrecy";"strong secreci"
5964;"Strong symmetric keys";"strong symmetric kei"
5965;"Strongly inaccessible cardinal";"strongly inaccessible cardin"
5966;"Strongly minimal theory";"strongly minimal theori"
5967;"Strongly ribbon category";"strongly ribbon categori"
5968;"Structural induction";"structural induct"
5969;"Structural proof theory";"structural proof theori"
5970;"Structural rule";"structural rul"
5971;"structuralism";"structur"
5972;"Structure";"structur"
5973;"structure chart";"structure chart"
5974;"Structured analysis";"structured analysi"
5975;"Structured Product Labeling";"structured product label"
5976;"Structured program theorem";"structured program theorem"
5977;"structured programming";"structured program"
5978;"structured query language";"structured query languag"
5979;"Structured SVM";"structured svm"
5980;"Structured systems analysis and design method";"structured systems analysis and design method"
5981;"Subcategory";"subcategori"
5982;"subclass";"subclass"
5983;"Subcoloring";"subcolor"
5984;"Subderivative";"subderiv"
5985;"Subdivision surface";"subdivision surfac"
5986;"Subgradient method";"subgradient method"
5987;"Subgroup analysis";"subgroup analysi"
5988;"Subliminal channel";"subliminal channel"
5989;"Subobject";"subobject"
5990;"Subpopulation";"subpopul"
5991;"Subquadratic time";"subquadratic tim"
5992;"Subrecursion theory";"subrecursion theori"
5993;"Subset";"subset"
5994;"Subset sum problem";"subset sum problem"
5995;"Subshift of finite type";"subshift of finite typ"
5996;"Substitution";"substitut"
5997;"Substitution cipher";"substitution ciph"
5998;"Substitution matrix";"substitution matrix"
5999;"Substitution model";"substitution model"
6000;"Substring search";"substring search"
6001;"Substructural logics";"substructural log"
6002;"Substructure";"substructur"
6003;"Subsumption architecture";"subsumption architectur"
6004;"Sub-symbolic";"sub-symbol"
6005;"Subtle cardinal";"subtle cardin"
6006;"Success probability";"success prob"
6007;"Successive linear programming";"successive linear program"
6008;"Successive over-relaxation";"successive over-relax"
6009;"Successive parabolic interpolation";"successive parabolic interpol"
6010;"Successor ordinal";"successor ordin"
6011;"Sufficient dimension reduction";"sufficient dimension reduct"
6012;"Suffix array";"suffix arrai"
6013;"Suffix tree";"suffix tre"
6014;"Suggested Upper Merged Ontology";"suggested upper merged ontolog"
6015;"Sukhotin`s algorithm";"sukhotin`s algorithm"
6016;"Sulston score";"sulston scor"
6017;"Sum of absolute differences";"sum of absolute differ"
6018;"Summation";"summat"
6019;"Sum-of-squares optimization";"sum-of-squares optim"
6020;"Sumset";"sumset"
6021;"Sun Web Developer Pack";"sun web developer pack"
6022;"Supercompact cardinal";"supercompact cardin"
6023;"Supercomputer";"supercomput"
6024;"Superconvergence";"superconverg"
6025;"Superincreasing sequence";"superincreasing sequ"
6026;"superposition";"superposit"
6027;"Superposition calculus";"superposition calculu"
6028;"Superscalar";"superscalar"
6029;"Superstrong cardinal";"superstrong cardin"
6030;"Superthreading";"superthread"
6031;"Supplicant";"supplic"
6032;"Support vector machines";"support vector machin"
6033;"Surgical robot";"surgical robot"
6034;"Surgical Scheduling Software";"surgical scheduling softwar"
6035;"Surrogate endpoint";"surrogate endpoint"
6036;"Surrogate model";"surrogate model"
6037;"Surveillance";"surveil"
6038;"Suslin`s problem";"suslin`s problem"
6039;"Suspension array technology";"suspension array technolog"
6040;"Sussman Anomaly";"sussman anomali"
6041;"Suzanna Lewis";"suzanna lewi"
6042;"Swarm intelligence";"swarm intellig"
6043;"Swarm robotics";"swarm robot"
6044;"Sweep and prune";"sweep and prun"
6045;"Swendsen–Wang algorithm";"swendsen–wang algorithm"
6046;"Swiss-model";"swiss-model"
6047;"SWObjects";"swobject"
6048;"Swoogle";"swoogl"
6049;"SXM";"sxm"
6050;"Syed I. Ahson";"syed i. ahson"
6051;"Symbolic";"symbol"
6052;"Symbolic Cholesky decomposition";"symbolic cholesky decomposit"
6053;"Symbolic machine learning algorithms";"symbolic machine learning algorithm"
6054;"Symbolic trajectory evaluation";"symbolic trajectory evalu"
6055;"Symbolic-numeric computation";"symbolic-numeric comput"
6056;"Symmetric";"symmetr"
6057;"Symmetric Boolean function";"symmetric boolean funct"
6058;"Symmetric key encryption";"symmetric key encrypt"
6059;"Symmetric Turing machine";"symmetric turing machin"
6060;"Symmetric-key cryptography";"symmetric-key cryptographi"
6061;"Symplectic integrator";"symplectic integr"
6062;"Synaptic plasticity";"synaptic plast"
6063;"Synaptic weight";"synaptic weight"
6064;"Syncategorematic term";"syncategorematic term"
6065;"Synchronization";"synchron"
6066;"Synchronization complexity";"synchronization complex"
6067;"Synchronizing word";"synchronizing word"
6068;"Synchronous context-free grammar";"synchronous context-free grammar"
6069;"Synchrony abstraction";"synchrony abstract"
6070;"Syntactic pattern recognition";"syntactic pattern recognit"
6071;"Syntactic web";"syntactic web"
6072;"syntax";"syntax"
6073;"syntax analysis";"syntax analysi"
6074;"syntax error";"syntax error"
6075;"Syntax tree";"syntax tre"
6076;"Synteny";"synteni"
6077;"Synthetic biology";"synthetic biolog"
6078;"Synthetic Environment for Analysis and Simulations";"synthetic environment for analysis and simul"
6079;"Synthetic intelligence";"synthetic intellig"
6080;"Synthetix";"synthetix"
6081;"System architecture";"system architectur"
6082;"System Bus";"system bu"
6083;"System development tools";"system development tool"
6084;"System F";"system f"
6085;"System migration";"system migr"
6086;"System on TPTP";"system on tptp"
6087;"System programming";"system program"
6088;"System time";"system tim"
6089;"System under test";"system under test"
6090;"Systematic code";"systematic cod"
6091;"Systemic functional grammar";"systemic functional grammar"
6092;"Systems architecture";"systems architectur"
6093;"Systems biology";"systems biolog"
6094;"Systems Biology Ontology";"systems biology ontolog"
6095;"Systems biomedicine";"systems biomedicin"
6096;"Systems design";"systems design"
6097;"Systems immunology";"systems immunolog"
6098;"Systems medicine";"systems medicin"
6099;"Systems theory in anthropology";"systems theory in anthropolog"
6100;"Szász–Mirakjan–Kantorovich operator";"szász–mirakjan–kantorovich oper"
6101;"Szász–Mirakyan operator";"szász–mirakyan oper"
6102;"Szemerédi`s theorem";"szemerédi`s theorem"
6103;"T9";"t9"
6104;"Tabbed Document Interface";"tabbed document interfac"
6105;"Table of divisors";"table of divisor"
6106;"Table of prime factors";"table of prime factor"
6107;"Tabu search";"tabu search"
6108;"Tabulator";"tabul"
6109;"tag";"tag"
6110;"Tag system";"tag system"
6111;"Tagged union";"tagged union"
6112;"Taguchi loss function";"taguchi loss funct"
6113;"Taint checking";"taint check"
6114;"Tait`s conjecture";"tait`s conjectur"
6115;"Talis Group";"talis group"
6116;"Tame group";"tame group"
6117;"Tamper resistance";"tamper resist"
6118;"Tanner graph";"tanner graph"
6119;"Tango tree";"tango tre"
6120;"Tanh-sinh quadrature";"tanh-sinh quadratur"
6121;"target language";"target languag"
6122;"Target–action";"target–act"
6123;"Tarjan`s off-line least common ancestors algorithm";"tarjan`s off-line least common ancestors algorithm"
6124;"Tarski`s indefinability theorem";"tarski`s indefinability theorem"
6125;"Task";"task"
6126;"Task computing";"task comput"
6127;"Tatoeba";"tatoeba"
6128;"Tautology";"tautolog"
6129;"Taxonomy?";"taxonomy?"
6130;"Tbox";"tbox"
6131;"T-Coffee";"t-coffe"
6132;"Tcov";"tcov"
6133;"TD-Gammon";"td-gammon"
6134;"TDL-4";"tdl-4"
6135;"TDR Targets";"tdr target"
6136;"Teaching dimension";"teaching dimens"
6137;"Technical debt";"technical debt"
6138;"Technology tree";"technology tre"
6139;"Tefkat";"tefkat"
6140;"Telecommunication Social";"telecommunication soci"
6141;"Telecommunications";"telecommun"
6142;"Telemedicine";"telemedicin"
6143;"Telepresence";"telepres"
6144;"TeLQAS";"telqa"
6145;"Template Modeling Score";"template modeling scor"
6146;"TemplateMedical classification";"templatemedical classif"
6147;"Temporal difference learning";"temporal difference learn"
6148;"Temporal logic in finite-state verification";"temporal logic in finite-state verif"
6149;"Tensor Contraction Engine";"tensor contraction engin"
6150;"Tensor product network";"tensor product network"
6151;"TeraChem";"terachem"
6152;"Teragram Corporation";"teragram corpor"
6153;"Term";"term"
6154;"Term rewriting";"term rewrit"
6155;"Terminal object";"terminal object"
6156;"Terminal set";"terminal set"
6157;"Termination condition";"termination condit"
6158;"Termination proof";"termination proof"
6159;"Terminator";"termin"
6160;"Terminology";"terminolog"
6161;"Terminology extraction";"terminology extract"
6162;"Ternary Golay code";"ternary golay cod"
6163;"Ternary heap";"ternary heap"
6164;"Ternary search";"ternary search"
6165;"Ternary tree";"ternary tre"
6166;"Terrestrial ecozone?";"terrestrial ecozone?"
6167;"Tessellation problems";"tessellation problem"
6168;"Testability";"testabl"
6169;"TestLink";"testlink"
6170;"Texas Instruments signing key controversy";"texas instruments signing key controversi"
6171;"Text Field";"text field"
6172;"Text mining";"text min"
6173;"Textual case based reasoning";"textual case based reason"
6174;"Textual entailment";"textual entail"
6175;"Tf–idf";"tf–idf"
6176;"Tight coupling";"tight coupl"
6177;"Time – sharing";"time – shar"
6178;"Time complexity";"time complex"
6179;"Time delay neural network";"time delay neural network"
6180;"Time hierarchy theorem";"time hierarchy theorem"
6181;"Time loop logic";"time loop log"
6182;"Time Quantum";"time quantum"
6183;"time series forecasting";"time series forecast"
6184;"Timed automaton";"timed automaton"
6185;"Timed event system";"timed event system"
6186;"Time-dependent density functional theory";"time-dependent density functional theori"
6187;"Time-evolving block decimation";"time-evolving block decim"
6188;"TIME-ITEM";"time-item"
6189;"TimeLogic";"timelog"
6190;"Timeout";"timeout"
6191;"Timsort";"timsort"
6192;"TipTop Technologies";"tiptop technolog"
6193;"T-matrix method";"t-matrix method"
6194;"TMC Corpus";"tmc corpu"
6195;"token";"token"
6196;"tokenisation";"tokenis"
6197;"Tokenization";"token"
6198;"Tolerant sequence";"tolerant sequ"
6199;"Tombstone diagram";"tombstone diagram"
6200;"Tone mapping";"tone map"
6201;"tongue-twister";"tongue-twist"
6202;"Toom–Cook multiplication";"toom–cook multipl"
6203;"Top tree";"top tre"
6204;"Top-down and bottom-up design";"top-down and bottom-up design"
6205;"top-down program design";"top-down program design"
6206;"Top-down proteomics";"top-down proteom"
6207;"Topic Maps";"topic map"
6208;"Topic model";"topic model"
6209;"Topic-based Vector Space Model";"topic-based vector space model"
6210;"Topology";"topolog"
6211;"Topology optimization";"topology optim"
6212;"Topological computing";"topological comput"
6213;"Topological derivative";"topological deriv"
6214;"Topological quantum computer";"topological quantum comput"
6215;"Topological sort";"topological sort"
6216;"Topological sorting";"topological sort"
6217;"Topos theory";"topos theori"
6218;"Tornado code";"tornado cod"
6219;"Torquetum";"torquetum"
6220;"Total coloring";"total color"
6221;"Total correctness";"total correct"
6222;"Total graph";"total graph"
6223;"Total least squares";"total least squar"
6224;"Totally indescribable cardinal";"totally indescribable cardin"
6225;"Totally real field";"totally real field"
6226;"TOVE Project";"tove project"
6227;"Toy program";"toy program"
6228;"T-schema";"t-schema"
6229;"T-tree";"t-tree"
6230;"Tuple relational calculus";"tuple relational calculu"
6231;"Tuple spaces";"tuple spac"
6232;"Turán graph";"turán graph"
6233;"Turing completeness";"turing complet"
6234;"Turing degree";"turing degre"
6235;"Turing machine";"turing machin"
6236;"Turing machine equivalents";"turing machine equival"
6237;"Turing machine examples";"turing machine exampl"
6238;"Turing machine gallery";"turing machine galleri"
6239;"Turing Machine simulator";"turing machine simul"
6240;"Turing switch";"turing switch"
6241;"Turing tarpit";"turing tarpit"
6242;"Turing test";"turing test"
6243;"Turing-complete";"turing-complet"
6244;"Turmite";"turmit"
6245;"Turnaround Time";"turnaround tim"
6246;"Twiddle factor";"twiddle factor"
6247;"Twin prime";"twin prim"
6248;"Twine";"twine"
6249;"Two`s Complement Notation";"two`s complement not"
6250;"Two-way security";"two-way secur"
6251;"Type";"type"
6252;"Type Description Language";"type description languag"
6253;"Type rule";"type rul"
6254;"Type system";"type system"
6255;"Type theory";"type theori"
6256;"Typed lambda calculus";"typed lambda calculu"
6257;"Types of artificial neural networks";"types of artificial neural network"
6258;"Types of problems";"types of problem"
6259;"Typestate analysis";"typestate analysi"
6260;"Typing environment";"typing environ"
6261;"thanatosensitivity";"thanatosensit"
6262;"Thawte Crypto Challenge";"thawte crypto challeng"
6263;"The Actor model";"the actor model"
6264;"The BSP model";"the bsp model"
6265;"The Emotion Machine";"the emotion machin"
6266;"The Genomic HyperBrowser";"the genomic hyperbrows"
6267;"The OpenMS Proteomics Pipeline";"the openms proteomics pipelin"
6268;"The Parallel Random Access Machine";"the parallel random access machin"
6269;"The Small Molecule Pathway Database";"the small molecule pathway databas"
6270;"The Unscrambler";"the unscrambl"
6271;"the World Wide Web";"the world wide web"
6272;"theoretical linguistics";"theoretical linguist"
6273;"Theory";"theori"
6274;"theory of computation";"theory of comput"
6275;"Theory of conjoint measurement";"theory of conjoint measur"
6276;"Theory of cryptography";"theory of cryptographi"
6277;"Theory of indispensable attributes";"theory of indispensable attribut"
6278;"Theory of two-level planning";"theory of two-level plan"
6279;"Therapeutic effect";"therapeutic effect"
6280;"Therapeutic Targets Database";"therapeutic targets databas"
6281;"Thermodynamic integration";"thermodynamic integr"
6282;"Thin plate spline";"thin plate splin"
6283;"Third-party software component";"third-party software compon"
6284;"Thompson`s construction algorithm";"thompson`s construction algorithm"
6285;"ThoughtTreasure";"thoughttreasur"
6286;"Thread";"thread"
6287;"Thread automaton";"thread automaton"
6288;"Threaded binary tree";"threaded binary tre"
6289;"Threading";"thread"
6290;"Threads";"thread"
6291;"Three-cottage problem";"three-cottage problem"
6292;"Threshold graph";"threshold graph"
6293;"Thue–Siegel–Roth theorem";"thue–siegel–roth theorem"
6294;"Thurstonian model";"thurstonian model"
6295;"Trace Zero Cryptography";"trace zero cryptographi"
6296;"Trajectory optimization";"trajectory optim"
6297;"Trakhtenbrot`s theorem";"trakhtenbrot`s theorem"
6298;"Transaction";"transact"
6299;"Transcendental number";"transcendental numb"
6300;"Transderivational search";"transderivational search"
6301;"TRANSFAC";"transfac"
6302;"Transfer matrix";"transfer matrix"
6303;"Transfer principle";"transfer principl"
6304;"Transfinite induction";"transfinite induct"
6305;"Transfinite interpolation";"transfinite interpol"
6306;"transformation model";"transformation model"
6307;"transformational-generative grammar";"transformational-generative grammar"
6308;"Transformations";"transform"
6309;"Transient";"transient"
6310;"Transinformation";"transinform"
6311;"transistors";"transistor"
6312;"Transistor–transistor logic";"transistor–transistor log"
6313;"Transit systems theory";"transit systems theori"
6314;"Transition path sampling";"transition path sampl"
6315;"Transitive closure problem";"transitive closure problem"
6316;"Translational research informatics";"translational research informat"
6317;"Transmission risks and rates";"transmission risks and r"
6318;"Transmission security";"transmission secur"
6319;"Transmission-line matrix method";"transmission-line matrix method"
6320;"Transparency";"transpar"
6321;"Transport";"transport"
6322;"Transportation theory";"transportation theori"
6323;"Transposition ciphers";"transposition ciph"
6324;"Trapdoor function";"trapdoor funct"
6325;"Trapezoidal rule";"trapezoidal rul"
6326;"Traveling salesman problem";"traveling salesman problem"
6327;"Treap";"treap"
6328;"Tree";"tree"
6329;"Tree automaton";"tree automaton"
6330;"Tree data structure";"tree data structur"
6331;"Tree rotation";"tree rot"
6332;"Tree search algorithm";"tree search algorithm"
6333;"Tree sort";"tree sort"
6334;"Tree structure";"tree structur"
6335;"Tree traversal";"tree travers"
6336;"Tree walking automaton";"tree walking automaton"
6337;"Tree-adjoining grammar";"tree-adjoining grammar"
6338;"Treehouse";"treehous"
6339;"Trees";"tree"
6340;"Trellis";"trelli"
6341;"Trend surface analysis";"trend surface analysi"
6342;"TRESOR";"tresor"
6343;"Trial division";"trial divis"
6344;"Triangular matrix";"triangular matrix"
6345;"Triangular network coding";"triangular network cod"
6346;"Triangulated category";"triangulated categori"
6347;"Triangulation";"triangul"
6348;"Tricubic interpolation";"tricubic interpol"
6349;"Tridiagonal matrix";"tridiagonal matrix"
6350;"Tridiagonal matrix algorithm";"tridiagonal matrix algorithm"
6351;"Trie";"trie"
6352;"Trifocal tensor";"trifocal tensor"
6353;"Trigonometric interpolation";"trigonometric interpol"
6354;"Trigonometric tables";"trigonometric t"
6355;"Trigram search";"trigram search"
6356;"Trigram tagger";"trigram tagg"
6357;"Trigram";"trigram"
6358;"Trilinear interpolation";"trilinear interpol"
6359;"Trinomial tree";"trinomial tre"
6360;"Triplestore";"triplestor"
6361;"Triphone";"triphon"
6362;"True party";"true parti"
6363;"Truncated power function";"truncated power funct"
6364;"Truncation";"truncat"
6365;"Truncation error";"truncation error"
6366;"Truncation selection";"truncation select"
6367;"Trust region";"trust region"
6368;"Trusted Computing";"trusted comput"
6369;"Trusted third party";"trusted third parti"
6370;"TrustRank";"trustrank"
6371;"Truth bit";"truth bit"
6372;"UbiCare";"ubicar"
6373;"Ubiquitous computing";"ubiquitous comput"
6374;"UB-tree";"ub-tre"
6375;"Ubuntu-Med";"ubuntu-m"
6376;"UBY-LMF";"uby-lmf"
6377;"UCSC Genome Browser";"ucsc genome brows"
6378;"U-form";"u-form"
6379;"UIMA";"uima"
6380;"Ukkonen`s algorithm";"ukkonen`s algorithm"
6381;"Ultrahomogeneous graph";"ultrahomogeneous graph"
6382;"Ultraintuitionism";"ultraintuition"
6383;"Ultraproduct";"ultraproduct"
6384;"U-matrix";"u-matrix"
6385;"UMBEL";"umbel"
6386;"Umbrella sampling";"umbrella sampl"
6387;"UML";"uml"
6388;"UML state machine";"uml state machin"
6389;"Unary coding";"unary cod"
6390;"Unbounded nondeterminism";"unbounded nondetermin"
6391;"Uncertain inference";"uncertain infer"
6392;"unconscious mind";"unconscious mind"
6393;"Undecidable language";"undecidable languag"
6394;"Undecidable problem";"undecidable problem"
6395;"Undeniable signature";"undeniable signatur"
6396;"Underdetermined and overdetermined systems";"underdetermined and overdetermined system"
6397;"Underflow";"underflow"
6398;"UNESCO nomenclature";"unesco nomenclatur"
6399;"Unexpected events";"unexpected ev"
6400;"Unfoldable cardinal";"unfoldable cardin"
6401;"Unicity distance";"unicity dist"
6402;"Unicode";"unicod"
6403;"Unification";"unif"
6404;"Unified Code Count";"unified code count"
6405;"Unified Medical Language System";"unified medical language system"
6406;"Unified Modeling Language";"unified modeling languag"
6407;"Uniform access principle";"uniform access principl"
6408;"Uniform binary search";"uniform binary search"
6409;"Uniform Sequence Address";"uniform sequence address"
6410;"Uniform-cost search";"uniform-cost search"
6411;"Uniformization";"uniform"
6412;"UniFrac";"unifrac"
6413;"Unimodular lattice";"unimodular lattic"
6414;"Uninterpreted function";"uninterpreted funct"
6415;"Union";"union"
6416;"UniProt";"uniprot"
6417;"Unique name assumption";"unique name assumpt"
6418;"Unique negative dimension";"unique negative dimens"
6419;"Uniquely colorable graph";"uniquely colorable graph"
6420;"Unisolvent functions";"unisolvent funct"
6421;"Unisolvent point set";"unisolvent point set"
6422;"Unit fraction";"unit fract"
6423;"Unit propagation";"unit propag"
6424;"univalence axiom";"univalence axiom"
6425;"Univariate optimization";"univariate optim"
6426;"Universal approximation theorem";"universal approximation theorem"
6427;"Universal differential equation";"universal differential equ"
6428;"Universal Networking Language";"universal networking languag"
6429;"Universal Product Code";"universal product cod"
6430;"universal quantum computer";"universal quantum comput"
6431;"Universal Robotics";"universal robot"
6432;"Universal Turing machine";"universal turing machin"
6433;"Universal usability";"universal us"
6434;"Universally measurable set";"universally measurable set"
6435;"Universe";"univers"
6436;"Unknown key-share attack";"unknown key-share attack"
6437;"unknown values";"unknown valu"
6438;"UNL-NL Dictionary";"unl-nl dictionari"
6439;"Unmanned aerial vehicles";"unmanned aerial vehicl"
6440;"Unofficial patch";"unofficial patch"
6441;"Unrolled linked list";"unrolled linked list"
6442;"Unsigned Integer";"unsigned integ"
6443;"Unspecified behavior";"unspecified behavior"
6444;"UPC";"upc"
6445;"UPGMA";"upgma"
6446;"Upper ontology";"upper ontolog"
6447;"Ur-element";"ur-el"
6448;"usability and usability testing";"usability and usability test"
6449;"usability engineering";"usability engin"
6450;"Use Case Points";"use case point"
6451;"Use-define chain";"use-define chain"
6452;"user experience";"user experi"
6453;"user experience design";"user experience design"
6454;"User illusion";"user illus"
6455;"user interface";"user interfac"
6456;"user interface design";"user interface design"
6457;"user interface engineering";"user interface engin"
6458;"User talkJauplus";"user talkjauplu"
6459;"User talkOleg.roshka";"user talkoleg.roshka"
6460;"user, luser";"user, lus"
6461;"user-friendliness";"user-friendli"
6462;"UserSharna Smith/sandbox";"usersharna smith/sandbox"
6463;"Valence bond programs";"valence bond program"
6464;"Valid period";"valid period"
6465;"Vampire theorem prover";"vampire theorem prov"
6466;"Van der Waerden`s theorem";"van der waerden`s theorem"
6467;"Van Emde Boas tree";"van emde boas tre"
6468;"Van Wijngaarden transformation";"van wijngaarden transform"
6469;"Vandermonde matrix";"vandermonde matrix"
6470;"Vapnik–Chervonenkis theory";"vapnik–chervonenkis theori"
6471;"Variable rules analysis";"variable rules analysi"
6472;"Variable splitting";"variable split"
6473;"Variable-length array";"variable-length arrai"
6474;"Variable-length code";"variable-length cod"
6475;"Variable-order Bayesian network";"variable-order bayesian network"
6476;"Variably Modified Permutation Composition";"variably modified permutation composit"
6477;"Variadic template";"variadic templ"
6478;"Variance reduction techniques";"variance reduction techniqu"
6479;"Variant Call Format";"variant call format"
6480;"Variants of the Monte Carlo method";"variants of the monte carlo method"
6481;"Variation/ variation operators";"variation/ variation oper"
6482;"Variational integrator";"variational integr"
6483;"Variational message passing";"variational message pass"
6484;"Variational method";"variational method"
6485;"Variational Monte Carlo";"variational monte carlo"
6486;"Vaught conjecture";"vaught conjectur"
6487;"Vaught`s test";"vaught`s test"
6488;"VB";"vb"
6489;"VB .NET";"vb .net"
6490;"VBScript";"vbscript"
6491;"VC dimension";"vc dimens"
6492;"Vector field reconstruction";"vector field reconstruct"
6493;"Vector NTI";"vector nti"
6494;"Vector optimization";"vector optim"
6495;"Vector processor";"vector processor"
6496;"Vector space model";"vector space model"
6497;"VEGAS algorithm";"vegas algorithm"
6498;"Vehicle infrastructure integration";"vehicle infrastructure integr"
6499;"Venn program";"venn program"
6500;"VerbNet";"verbnet"
6501;"Verifiable secret sharing";"verifiable secret shar"
6502;"Verification and validation";"verification and valid"
6503;"Verification bias";"verification bia"
6504;"Verified computing";"verified comput"
6505;"Verifier";"verifi"
6506;"Verlet integration";"verlet integr"
6507;"Verlet list";"verlet list"
6508;"Versa";"versa"
6509;"Vertebrate and Genome Annotation Project";"vertebrate and genome annotation project"
6510;"Vertex cover problem";"vertex cover problem"
6511;"Vertex enumeration problem";"vertex enumeration problem"
6512;"Vertex-transitive graph";"vertex-transitive graph"
6513;"Victorian Life Sciences Computation Initiative";"victorian life sciences computation in"
6514;"Video game AI";"video game ai"
6515;"Vienna Ab-initio Simulation Package";"vienna ab-initio simulation packag"
6516;"VIOLIN vaccine database";"violin vaccine databas"
6517;"Virtual finite-state machine";"virtual finite-state machin"
6518;"Virtual Intelligence";"virtual intellig"
6519;"Virtual Medical Record";"virtual medical record"
6520;"Virtual Private Network";"virtual private network"
6521;"Virtual Physiological Human";"virtual physiological human"
6522;"Virtual reality";"virtual r"
6523;"Virtual screening";"virtual screen"
6524;"Virtuality";"virtual"
6525;"Virtuoso Universal Server";"virtuoso universal serv"
6526;"Virut";"virut"
6527;"Visibility";"visibl"
6528;"Visibility graph";"visibility graph"
6529;"VistA";"vista"
6530;"VistA imaging";"vista imag"
6531;"VistA Web";"vista web"
